tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569489032100614144,neutral,0.6416,,0.0,United,,anil_arca,,0,@united i just sent to you ,,2015-02-22 05:29:00 -0800,"Virginia, USA",
569488705146068993,negative,1.0,longlines,0.7057,United,,KP_DR_RAMOS,,0,"@united your service need work   check out this bush airport ""customer service line"" last nt    ",,2015-02-22 05:27:42 -0800,,
569487167191425024,negative,0.6596,Customer Service Issue,0.6596,United,,Whosgunz,,0,"@united you realize youve said this already  at least last time you asked if i needed ""help""",,2015-02-22 05:21:35 -0800,,
569487156399378434,negative,0.6989,Late Flight,0.6989,United,,robbid,,0,@united thanks     this one was delayed an hour and a half prior to scheduled departure ,,2015-02-22 05:21:33 -0800,"Huntington, WV",America/New_York
569484965055832065,negative,1.0,Customer Service Issue,1.0,United,,ahaeder,,0,"@united also, your phone customer service is almost useless   ",,2015-02-22 05:12:50 -0800,PDX,
569484788404322304,negative,1.0,Lost Luggage,1.0,United,,traceyabbywhite,,0,@united lost bag on next flight  didnt have time to load during the  digit  hour delay?consequence from platinum to gold,,2015-02-22 05:12:08 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569484671672651776,negative,1.0,Cancelled Flight,1.0,United,,ahaeder,,0,"@united a day late flightr, one delayed & one cancelled flightled flight, im at a gate with no seat assign  lots of standby ppl also waiting ",,2015-02-22 05:11:40 -0800,PDX,
569484085397057536,negative,0.6556,Late Flight,0.6556,United,,sap_geek,,0,@united can you not get the first flight of the day off the ground on time?      lets go       ,,2015-02-22 05:09:21 -0800,,
569483390581383168,positive,1.0,,,United,,houckie,,0,@united thank you for flying me out of the mess at iad and out to san diego   ,,2015-02-22 05:06:35 -0800,Northern Virginia,Eastern Time (US & Canada)
569481897203494914,negative,1.0,Customer Service Issue,1.0,United,,robbid,,0,@united what does delayed due to customer service mean for ua digit ?,,2015-02-22 05:00:39 -0800,"Huntington, WV",America/New_York
569481676893622272,negative,1.0,Bad Flight,0.6659,United,,SagiRoi,,0,@united wifi wasnt working onboard alerted attendant re socket you sent me to a hotel for  digit  hours with  digit $ vouchers??no wifi at hotel,,2015-02-22 04:59:46 -0800,,
569481213016023040,negative,0.6513,Late Flight,0.3469,United,,jpfox13,,0,@united flight   no luck on  ,,2015-02-22 04:57:56 -0800,the district of colombia,Eastern Time (US & Canada)
569480693782339584,neutral,1.0,,,United,,gwp22183,,0,"@united do you have plans for an ipad app?  the iphone app is great, but on the  ipad you have to flip the ipad   is there a beta? tks ",,2015-02-22 04:55:52 -0800,Metro DC Area,
569480220203474944,neutral,1.0,,,United,,jessehaines,,0,"@united i tried    we were hung up on, twice  after speaking with someone, then put on hold for  digit  minutes   no resolution ",,2015-02-22 04:53:59 -0800,"ÜT: 43.492878,-96.790916",Central Time (US & Canada)
569480043853946881,negative,1.0,Can't Tell,0.7099,United,,mwbotelho,,0,"@united im not sure it will have ""next time""   ",,2015-02-22 04:53:17 -0800,Curitiba,Brasilia
569478901166055424,negative,1.0,Can't Tell,0.6632,United,,svhlatky,,0,@united now the weight restriction? well try to get as many of you as we can on this plane,,2015-02-22 04:48:45 -0800,"Kingston, Ontario",
569478023679905792,positive,0.3368,,0.0,United,,21stCenturyMom,,0,"@united thank you but the person in houston could only get me a flight routing through newark, nj and im going to sfo",,2015-02-22 04:45:15 -0800,,Pacific Time (US & Canada)
569477178703908864,negative,0.6392,Can't Tell,0.6392,United,,cedraughn,,0,@united you a bish,,2015-02-22 04:41:54 -0800,senior / mount airy,Eastern Time (US & Canada)
569476889313562624,neutral,0.6863,,,United,,docambrose97,,0,@united thanks!  good to know ,,2015-02-22 04:40:45 -0800,,
569476281974132736,neutral,0.6721,,,United,,meigheyburn,,0,@united okay  thanks ,,2015-02-22 04:38:20 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569475909226401792,negative,1.0,Late Flight,1.0,United,,traceyabbywhite,,0,@united conference begins in  digit  hours  up all night due to delays and still waiting to talk to someone about lost luggage ,,2015-02-22 04:36:51 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569475306018353152,neutral,0.6807,,0.0,United,,LisaKothari,,0,"@united seat  digit a, flight ua digit ","[22.31355693, 113.92636768]",2015-02-22 04:34:27 -0800,Seattle WA,Pacific Time (US & Canada)
569475245708419072,neutral,0.6931,,,United,,meigheyburn,,0,@united is it on a flight now? thanks for reply ,,2015-02-22 04:34:13 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569475092582789120,negative,1.0,Customer Service Issue,1.0,United,,traceyabbywhite,,0,@united is  digit : digit am and i am in the customer service line trying not to scream   ,,2015-02-22 04:33:37 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569475000660422656,neutral,1.0,,,United,,meigheyburn,,0,@united it cant be delivered  it has to be held there for me to cross the border to pick up  please dont try to deliver ,,2015-02-22 04:33:15 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569474700386045955,positive,0.6421,,0.0,United,,docambrose97,,0,@united my bag reference id number is ind digit m  thanks for looking at it ,,2015-02-22 04:32:03 -0800,,
569474230854660097,positive,0.6848,,,United,,traceyabbywhite,,0,@united one lady helping the  digit  of us with luggage,,2015-02-22 04:30:11 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569473998519578624,negative,1.0,Late Flight,0.6048,United,negative,traceyabbywhite,"Late Flight
Lost Luggage",0,@united flighted delayed for hours   digit pm arrival to vegas is now  digit am  did you seriously lose my luggage???,,2015-02-22 04:29:16 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569473302940372992,positive,0.6699,,,United,,seb749,,0,@united met with agent  all taken care of  thx for reply,,2015-02-22 04:26:30 -0800,,Eastern Time (US & Canada)
569471635163643905,positive,1.0,,,United,,Patty_Ell,,0,@united @suntoshi i still like you united airlines,,2015-02-22 04:19:52 -0800,Bedford 2015 Plymouth 2019,Eastern Time (US & Canada)
569471541554978817,negative,1.0,Cancelled Flight,0.6665,United,,SagiRoi,,0,"@united  digit $ ticket, digit h biz trvl,no wifi missed con flt,next one  meeting, digit $ food voucher,hotel chkout  wifi ",,2015-02-22 04:19:30 -0800,,
569470757673291777,negative,1.0,Lost Luggage,1.0,United,,tu_huynh,,0,"@united still missing my luggage, was promised someone would call, no call so far, flight from shanghai to dc with connecting flight in ord",,2015-02-22 04:16:23 -0800,"Washington, DC",Eastern Time (US & Canada)
569470098534207489,neutral,0.6876,,0.0,United,,fabricelion,,0,"@united are you looking for european flight attendants for paris or frankfurt?

best, 

fabrice",,2015-02-22 04:13:46 -0800,Belgium,Brussels
569470053348823040,negative,1.0,Cancelled Flight,1.0,United,,DVERandy,,1,@united you cancelled flightled my flight without notification?,,2015-02-22 04:13:35 -0800,WDVE PITTSBURGH,
569469326547222528,negative,0.6811,Late Flight,0.6811,United,,jlongoria21,,0,"@united since i have an international connection at  digit am, im hoping for the same thing!",,2015-02-22 04:10:42 -0800,"Rio Grande Valley, Texas",Central Time (US & Canada)
569468823625027586,neutral,0.6788,,0.0,United,,seb749,,0,@united need help  never got tickets  conf  ,,2015-02-22 04:08:42 -0800,,Eastern Time (US & Canada)
569462023173619712,neutral,0.6565,,,United,,victor_haydin,,0,"@united some compensation (e g  upgrade to higher class for my rescheduled flight to muc today) will be appreciated, though ;)",,2015-02-22 03:41:41 -0800,,Kyiv
569461666695524352,negative,0.6525,Late Flight,0.3475,United,,victor_haydin,,0,@united it is too late flight for reflight booking problems now   it is morning already and i no longer need a hotel room,,2015-02-22 03:40:16 -0800,,Kyiv
569460417954746368,negative,1.0,Customer Service Issue,1.0,United,,bartha75,,0,@united  once again your customer service at the providence airport was horrible  do you actually care about customers or just making money?,"[0.0, 0.0]",2015-02-22 03:35:18 -0800,san diego,
569459716906229760,neutral,0.6444,,,United,,MichaelJGlasgow,,0,"sorry,  email address  i accidentally populate flightd with you instead of  email address  cant wait til ""u"" are the only ""u"" in the sky   ",,2015-02-22 03:32:31 -0800,"Raleigh, North Carolina, USA",
569459543236874240,negative,1.0,Cancelled Flight,1.0,United,,greghm88,,0,@united you have cancelled flightled my flight ua digit  for aircrft maintenance  im delayed  digit  hours now  whats my refund options?,,2015-02-22 03:31:49 -0800,London,
569457148129779714,negative,1.0,Lost Luggage,1.0,United,,meigheyburn,,0,@united where is my bag?? im in mexico about to go build a house & my suitcase never got on my flight from cle w me  i need it  san digit m,,2015-02-22 03:22:18 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569456035930484737,negative,0.3548,Lost Luggage,0.3548,United,,jimbradshaw4,,0,@united i know that  thanks for the standard reply ,,2015-02-22 03:17:53 -0800,,Eastern Time (US & Canada)
569454641320062976,negative,1.0,Customer Service Issue,0.6783,United,,chivo2089,,0,@united you told me you changed my flight and im in the ottawa airport and ac cant find my reservation! whats wrong with you,,2015-02-22 03:12:21 -0800,Guatemala,
569454437288140800,negative,1.0,Bad Flight,0.6289,United,,ahaeder,,0,@united this has been the worst flight experience ive ever had  thank you for ending my vacation on such a bad note ,,2015-02-22 03:11:32 -0800,PDX,
569453313462132736,positive,1.0,,,United,,MrTrippe,,0,@united thanks for the epic service on  digit   always a pleasure  outstanding crew  ,,2015-02-22 03:07:04 -0800,Terra Prime,
569451362687143936,negative,1.0,Cancelled Flight,0.3787,United,,throthra,,0,"@united hey, its  digit am, guess what im doing? not sleeping! why? cause you care so little about your customers you let them sleep in airports",,2015-02-22 02:59:19 -0800,,
569448465991737345,negative,1.0,Flight Attendant Complaints,0.344,United,,MMMarketing2014,,0,@united no my concerns were not addressed,,2015-02-22 02:47:48 -0800,#Westford #marketing ,
569445528225718272,negative,1.0,Lost Luggage,0.6875,United,,plazaroff,,0,@united duh and done  bag whereabouts unknown  greeeaat,,2015-02-22 02:36:08 -0800,,Mountain Time (US & Canada)
569444898660691968,negative,1.0,Late Flight,0.3488,United,,throthra,,0,"@united thanks for letting me sleep at dia to ensure you ruin as much of my vacation as possible  wait, no, fuck you   ",,2015-02-22 02:33:38 -0800,,
569444456660750337,negative,1.0,Customer Service Issue,0.6459,United,,throthra,,0,"@united oh, ill be sharing alright  especially about sleeping in this shitty airport and getting  digit hr of sleep all night because ua ",,2015-02-22 02:31:52 -0800,,
569441937826164736,negative,1.0,Customer Service Issue,0.6709,United,,jaykirell,,0,@united @maxabrahms *if* he needs assistance? do you expect him to go on a scooby doo tour of terminals until he finds his stuff?,,2015-02-22 02:21:52 -0800,"Long Island, NY",Eastern Time (US & Canada)
569440689253158912,negative,1.0,Lost Luggage,1.0,United,,MaxAbrahms,,1,thanks @united for writing back  to assist you can return the bag you lost & clean up the feces sprinkled in your bathroom  too much to ask?,,2015-02-22 02:16:54 -0800,"Boston, MA",Atlantic Time (Canada)
569439706339024896,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united you hung up on me again ,,2015-02-22 02:13:00 -0800,,
569439089063280640,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,"@united your ""customer service"" team in manilla is absolute shit  i cant even get a supervisor without being out back on hold?!",,2015-02-22 02:10:33 -0800,,
569438763115536384,negative,1.0,Flight Attendant Complaints,0.6438,United,,Whosgunz,,0,@united its disgusting and unconscionable the treatment ive received tonight ,,2015-02-22 02:09:15 -0800,,
569438531686424577,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united of course i would like hepl! are you kidding me? thats the only reason ive been on hold for the past  digit  hours!,,2015-02-22 02:08:20 -0800,,
569435214717562881,negative,1.0,Late Flight,1.0,United,,joynal03,,0,@united @thisiscoach every time my united flight got delayed  this is a big frustration ,,2015-02-22 01:55:09 -0800,,
569433059168260096,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united youve got to be kidding me  i still havent talked to a human and your robotweeting me?! and asking for a follow????,,2015-02-22 01:46:35 -0800,,
569431307152953344,negative,1.0,Lost Luggage,1.0,United,,MaxAbrahms,,0," @united i wouldnt describe feces sprinkled in your bathroom as an inconvenience  to help, you might find my baggage you lost & return it ",,2015-02-22 01:39:37 -0800,"Boston, MA",Atlantic Time (Canada)
569428644432617473,negative,1.0,Customer Service Issue,0.6598,United,,suntoshi,,0,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,,2015-02-22 01:29:02 -0800,"Bedford, Nh",Eastern Time (US & Canada)
569428333500375040,negative,1.0,Lost Luggage,0.6837,United,,suntoshi,,0,"@united is that all that matters, not the fact that were at a different destination, we were put through a tremendous amount of stress,",,2015-02-22 01:27:48 -0800,"Bedford, Nh",Eastern Time (US & Canada)
569427993958883328,negative,1.0,Bad Flight,1.0,United,,plazaroff,,1,@united  digit k member broken seat back broken tv broken light lost bag  gee thnx  ua digit  awesome job,,2015-02-22 01:26:27 -0800,,Mountain Time (US & Canada)
569420890003410944,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united absolutely disgusting the way you treat your customers  isnt there anyone actively monitoring your cust serve? this is  unreal!!,,2015-02-22 00:58:14 -0800,,
569419949007085568,negative,0.6528,Can't Tell,0.6528,United,,Whosgunz,,0,@united nice  i wonder how you pick who to respond to? maybe only happy customers are easier  i wonder how many of those you have left ,,2015-02-22 00:54:29 -0800,,
569418652128296960,negative,1.0,Customer Service Issue,0.696,United,,Whosgunz,,0,@united averaging  digit  minute wait times tonight or what? ive gotten no help from you tonight ,,2015-02-22 00:49:20 -0800,,
569418497694035969,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united thanks for nothing  really?!?  digit  minute wait times when ive had to call back  digit x  thats  digit minute wait times ,,2015-02-22 00:48:43 -0800,,
569418233322872833,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united youre customer service is unbelievably bad  abysmal  ive been on the phone for well over  digit hrs tonight  hung up on by yr ppl  digit x ,,2015-02-22 00:47:40 -0800,,
569416650325303297,negative,1.0,Bad Flight,0.3693,United,,throthra,,0,@united you can read the full story when i submit a case to your team about the pilot of flight  digit  and why we are sleeping in dia,,2015-02-22 00:41:23 -0800,,
569415643474362368,neutral,1.0,,,United,,MissDanaJones,,0,@united whats with the layover in canada from the ua digit ? is that scheduled?,,2015-02-22 00:37:23 -0800,"Berlin, Germany",Berlin
569415109933531136,negative,1.0,Late Flight,0.6627,United,,throthra,,0,@united an inconvenience is a weather delay  your pilot deciding to waste enough time so the faa wouldnt let him fly is negligence ,,2015-02-22 00:35:16 -0800,,
569415076400242688,negative,1.0,Flight Booking Problems,0.672,United,,RoyLe9,,0,@united i bought a ticket with a price that was published by mistake and now i got an email that indicates united cancelled flightled my ticket! why?,,2015-02-22 00:35:08 -0800,,Bucharest
569411383265075203,negative,1.0,Bad Flight,1.0,United,,gregliefooghe,,0,@united new  digit  plane; wifi: not working  entertainment: non existent  new seats: seriously uncomfortable  really?   ua digit ,"[37.61980156, -122.38447633]",2015-02-22 00:20:27 -0800,San Francisco,Pacific Time (US & Canada)
569407352299847680,negative,0.7029,Late Flight,0.3619,United,,MarkGilden,,0,@united   you sure missed the mark on tonights redeye from lax to chicago  what a mess! you can do better!,"[33.94171725, -118.39844033]",2015-02-22 00:04:26 -0800,"Honolulu, HI",Pacific Time (US & Canada)
569404245142855680,negative,0.6545,Late Flight,0.6545,United,,TimBouhour,,0,@united after  digit min of avoidable non weather delays that   link better be giving out  ,,2015-02-21 23:52:05 -0800,"Raleigh, NC",
569402506792407041,negative,1.0,Lost Luggage,1.0,United,,SCVPools,,0,@united where is our luggage,,2015-02-21 23:45:11 -0800,Southern California and Hawaii,
569400869768302592,negative,0.6856,Late Flight,0.6856,United,,mrp,,0,@united we just left @flysfo (delayed)   ,,2015-02-21 23:38:40 -0800,sf - austin - sydney,Alaska
569400431002173441,neutral,0.6845,,,United,,kreespa,,0,@united all set  figured it out at the baggage office!,,2015-02-21 23:36:56 -0800,Little Rhody,Eastern Time (US & Canada)
569397314240049152,negative,1.0,Can't Tell,0.7158,United,,Finrz,,0,@united screws up again   to be expected! never again!,,2015-02-21 23:24:33 -0800,"iPhone: 55.946030,-3.189382",Hawaii
569395649310883840,negative,1.0,Bad Flight,0.6484,United,,Ofbikesandbirds,,0,@united why dont you allow families with small children to board first anymore? our next flight will be on another airline   ,,2015-02-21 23:17:56 -0800,,
569392315409829888,positive,1.0,,,United,,billqamz,,0,@united life goal: complete ??,,2015-02-21 23:04:41 -0800,East Coast,
569390507526369280,neutral,1.0,,,United,,EmilyIsBach,,0,@united i have $ digit  and ill draw you a super sweet picture of your choosing  will that get me round trip to san diego? ?? its so cold here ,,2015-02-21 22:57:30 -0800,"Potsdam, NY",Eastern Time (US & Canada)
569387614265954304,negative,1.0,Cancelled Flight,1.0,United,,RJordan47,,0,@united flight cancelled flightled to denver service agent offered me a non jet salt lake to denver or red eye out of atlanta then hung up on me ,,2015-02-21 22:46:00 -0800,Oklahoma,Central Time (US & Canada)
569385898573299712,negative,1.0,Can't Tell,0.3495,United,,ChrisJValdez,,0,"@united thats called throwing ""loyalty"" out the window and trying to give less awards ",,2015-02-21 22:39:11 -0800,"Yokohama, Japan",Central Time (US & Canada)
569385864712704001,negative,1.0,Lost Luggage,0.6609,United,,annnnge,,0,"@united your unhelpful team? sure i did  im in bangkok, my bag in chicago  are u going to pay for my accommodation s until my bag arrives??",,2015-02-21 22:39:03 -0800,??,
569385784685363201,negative,0.6621,Bad Flight,0.3483,United,,ChrisJValdez,,0,"@united id hardly call going from  digit , digit  miles to  digit , digit + miles a ticket cutting edge  about  digit / digit  the perk?",,2015-02-21 22:38:44 -0800,"Yokohama, Japan",Central Time (US & Canada)
569385496675295232,negative,1.0,Customer Service Issue,0.6714,United,,JSJ35,,0,@united thats not an apology  say it ,,2015-02-21 22:37:35 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569383892542738432,positive,0.6683,,,United,,StephanieWeyant,,0,@united just sent a dm  thank you for the acknowledgment ,,2015-02-21 22:31:13 -0800,New York City,
569382132231110656,neutral,0.6592,,,United,,JEOKOO1,,0,@united download jeokoo the american app for air travelers,,2015-02-21 22:24:13 -0800,"Washington, DC. ",
569381891809214464,negative,1.0,Customer Service Issue,0.6762,United,,Mare_McCoy,,0,@united been on hold for almost two hours trying to talk to someone about a cancelled flighted flight tomorrow morning  what do you suggest?,,2015-02-21 22:23:16 -0800,Kansas,Central Time (US & Canada)
569380923847909376,negative,1.0,Customer Service Issue,1.0,United,,JSJ35,,0,@united no apology? cool ,,2015-02-21 22:19:25 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569380416219709440,negative,1.0,Customer Service Issue,0.3424,United,,JSJ35,,0,"@united you ask a lot of customers who  you routinely screw over  you know that, right?",,2015-02-21 22:17:24 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569380122194636800,negative,0.6559,Lost Luggage,0.6559,United,,annnnge,,0,@united im a first time solo female traveller and its pretty scary being in a foreign place not knowing where your belongings are   ,,2015-02-21 22:16:14 -0800,??,
569379756673597444,negative,1.0,Lost Luggage,0.7118,United,,annnnge,,0,"@united i am  who knows where my bags are  do i just wait around and hope they arrive? no one has answers, i have plans and no answers    ",,2015-02-21 22:14:47 -0800,??,
569379726562869248,negative,1.0,Late Flight,0.6526,United,,JSJ35,,0,@united somehow i knew that youd wait until i was airborne to respond       ,,2015-02-21 22:14:40 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569379367077355520,negative,1.0,Flight Attendant Complaints,0.6421,United,,AppAmy,,0,@united missing flight attendant = delayed flight  prime example how  digit  person impacts  digit s of people  hnl  > iah (ua digit )  ,,2015-02-21 22:13:14 -0800,,
569378568628674561,negative,1.0,Customer Service Issue,1.0,United,,mollypriddy,,0,@united has me stranded in texas and then hangs up on me when im trying to figure out how to get home  cool ,,2015-02-21 22:10:03 -0800,"Kalispell, MT",Mountain Time (US & Canada)
569376145000390656,negative,1.0,Customer Service Issue,1.0,United,,tweets1971,,0,@united we have tried to change our flight three times on the phone and got disconnected each time ,,2015-02-21 22:00:26 -0800,Boston,
569374127187820545,negative,1.0,Customer Service Issue,0.7040000000000001,United,,L_Simmons,,0,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage",,2015-02-21 21:52:25 -0800,"Vancouver, BC",Eastern Time (US & Canada)
569374011131453441,negative,1.0,Can't Tell,0.3838,United,,djMaxM,,0,"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" hah not before i leave  @virginamerica ftw",,2015-02-21 21:51:57 -0800,"Brookline, Massachusetts",Quito
569373743698591744,neutral,1.0,,,United,,billqamz,,0,@united can i get a follow? i fly with you for christmas ,,2015-02-21 21:50:53 -0800,East Coast,
569370900568502272,negative,1.0,Late Flight,0.6867,United,,throthra,,0,"@united more people stranded cause you suck  better yet, you weasel out of flight booking problems rooms for people claiming weather  ",,2015-02-21 21:39:35 -0800,,
569370010751094784,negative,1.0,Late Flight,0.6484,United,,throthra,,0,@united look at all the delta flights that landed while your pilots claimed they couldnt fly  digit  to jac   ,,2015-02-21 21:36:03 -0800,,
569369416963633152,positive,1.0,,,United,,gwen1013,,0,@united thank you! much appreciation for your help ,,2015-02-21 21:33:42 -0800,"New Haven, CT",
569369331173363712,negative,1.0,Bad Flight,0.6729,United,,tippykayak,,0,"@united been sitting on flight  digit  for an hour after landing in newark  first no gate, then no jetway operator  seriously!?",,2015-02-21 21:33:21 -0800,"Branford, CT",Eastern Time (US & Canada)
569369243965362176,negative,1.0,Customer Service Issue,0.6809,United,,drr51664,,0,@united worst customer service experience ever   digit  minutes to get the jetway to the plane at ewr tonight  flight  digit    disappointed,,2015-02-21 21:33:00 -0800,Central NJ,
569368621077692417,negative,1.0,Late Flight,1.0,United,,apopnj01,,0,@united   not only  digit  hour delay   double booked seat nit parked at wrong gate   incompetence at its finest   been waiting  for over  digit  hr,,2015-02-21 21:30:32 -0800,USA,Eastern Time (US & Canada)
569368523178270721,negative,1.0,Cancelled Flight,0.3388,United,,throthra,,0,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight  ,,2015-02-21 21:30:08 -0800,,
569368286128771072,negative,1.0,Customer Service Issue,0.6735,United,,21stCenturyMom,,0,"@united   routing a person from houston to newark, nj  and then to sfo is not acceptable ",,2015-02-21 21:29:12 -0800,,Pacific Time (US & Canada)
569368056855552001,neutral,1.0,,,United,,WM_j_MW,,0,@united phone,,2015-02-21 21:28:17 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569367983065137152,negative,0.67,Can't Tell,0.67,United,,WM_j_MW,,0,"@united freakin""",,2015-02-21 21:28:00 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569367755670966272,neutral,1.0,,,United,,WM_j_MW,,0,@united pick,,2015-02-21 21:27:05 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569367682811715585,negative,0.6554,Can't Tell,0.6554,United,,WM_j_MW,,0,@united suck,,2015-02-21 21:26:48 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569366968446246912,negative,1.0,Late Flight,0.6863,United,,WM_j_MW,,0,@united  digit  minute hold is  digit  hr   digit  min  @abc digit _wtvd,,2015-02-21 21:23:58 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569366889719304192,negative,1.0,Can't Tell,1.0,United,,Boards707,,0,@united  digit  yrs of flying continental/united exclusively i get why everyone hates you   fl digit sfo/ewr  ,,2015-02-21 21:23:39 -0800,"Belmar, NJ",Eastern Time (US & Canada)
569366337929105408,neutral,0.6698,,0.0,United,,WM_j_MW,,0,@united  digit  seats available on the  digit : digit  pm from ord to rdu   i need  digit  seats please,,2015-02-21 21:21:27 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569366184904122369,negative,1.0,Customer Service Issue,1.0,United,,alexisniicole25,,0,@united im still trying to get things worked out and you have yet to respond back ,,2015-02-21 21:20:51 -0800,,
569366138963959808,negative,1.0,Flight Booking Problems,0.6509,United,,worldknits,,0,"@united screwed up our reservation  they assigned a new # to just one of us & when they changed our flight, only changed the original  ",,2015-02-21 21:20:40 -0800,"Fredericksburg, VA",Eastern Time (US & Canada)
569365692618661888,negative,1.0,Customer Service Issue,1.0,United,,WM_j_MW,,0,@united  digit  min hold has now progressed to over an hour    digit   digit   digit ,,2015-02-21 21:18:54 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569365278963798017,negative,1.0,Can't Tell,1.0,United,,WM_j_MW,,0,@united you suck!,,2015-02-21 21:17:15 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569364927191719937,negative,0.7087,Can't Tell,0.3707,United,,_BenHoffman_,,0,"@united yo, you need a new website really badly  this day and age   ",,2015-02-21 21:15:51 -0800,"Venice, CA",Central Time (US & Canada)
569364890307190784,neutral,1.0,,,United,,kreespa,,0,@united if i was rebooked do i have to pick up my luggage?,,2015-02-21 21:15:42 -0800,Little Rhody,Eastern Time (US & Canada)
569364374755930112,negative,1.0,Late Flight,1.0,United,,Blondiemcl6,,0,@united how can u not have gate ready or gate agent for going on hour two,,2015-02-21 21:13:39 -0800,somerville nj,Central Time (US & Canada)
569363796113764352,negative,0.6809,Bad Flight,0.3723,United,,jackiehoglund,,0,@united just dmd,,2015-02-21 21:11:21 -0800,"Boston, MA",Quito
569363354428567552,negative,1.0,Flight Booking Problems,0.6306,United,,kreespa,,1,@united had a different fiasco on my outward trip and was rebooked on to qantas lax syd  no ff miles show up in my account for that :(,,2015-02-21 21:09:36 -0800,Little Rhody,Eastern Time (US & Canada)
569363221791928320,neutral,0.68,,0.0,United,,jackiehoglund,,0,@united i am following   you need to follow me for dm?,,2015-02-21 21:09:04 -0800,"Boston, MA",Quito
569363188120207360,negative,1.0,Customer Service Issue,1.0,United,,Fader_Jockey,,0,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor  digit +min,,2015-02-21 21:08:56 -0800,"Chicago, IL",Central Time (US & Canada)
569363173817643009,negative,1.0,Late Flight,0.7008,United,,Blondiemcl6,,0,"@united not a good day to fly u, two delayed flights still on plane at ewr waiting over  digit , digit  hours for gate get to gate no gate agent ",,2015-02-21 21:08:53 -0800,somerville nj,Central Time (US & Canada)
569361701495304192,neutral,0.6655,,0.0,United,,kreespa,,0,@united just called and did it  should have earlier because im being sent to dca first and then to pvd  we may rent a car instead ,,2015-02-21 21:03:02 -0800,Little Rhody,Eastern Time (US & Canada)
569359780491476992,negative,1.0,Lost Luggage,1.0,United,,mjfredricks259,,0,"@united my luggage is set to go to dca however, i am rerouted to dulles  currently in nolo however bags are in houston  can you fix this?",,2015-02-21 20:55:24 -0800,,
569359055937908736,neutral,1.0,,,United,,AMMBoman,,0,@united i went from sacramento to minneapolis at the end of october  digit  in business class ,,2015-02-21 20:52:31 -0800,Kaizen ??,Arizona
569357781402308608,negative,1.0,Customer Service Issue,0.6727,United,,hannahcbeck,,1,@united im extremely disappointed w my service for this trip as a     explorer card holder ,"[34.99254864, -80.92841859]",2015-02-21 20:47:27 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
569357497871437824,negative,1.0,Customer Service Issue,0.6552,United,,throthra,,0,@united i hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots   ,,2015-02-21 20:46:20 -0800,,
569357196141719552,positive,1.0,,,United,,mrp,,0,@united such a relaxing space for a drink before my flight! (at @united global first lounge)    ,"[37.61829369, -122.39192247]",2015-02-21 20:45:08 -0800,sf - austin - sydney,Alaska
569353669738688512,negative,1.0,Lost Luggage,1.0,United,,Soniascrocchi15,,1,@united i will never fly with you again  i went on vacation this week and you lost my bags both ways  now i have no clothes  thankyou,,2015-02-21 20:31:07 -0800,,
